timestamp,prompt_id,temperature,frequency,voltage,throttling,mem_total,mem_used,mem_percent,mem_pid,cpu_usage_pid,swap_total,swap_used,swap_percent,cpu_usage,fan_speed
1748590741964323525,0,60.4,154618954880,0.8394,917504,8455307264,1577631744,19.8,683442176,0.0,1073725440,0,0.0,91.7,4122
1748590742994014067,0,65.9,154619033490,0.8394,917504,8455307264,1580810240,19.9,685539328,0.0,1073725440,0,0.0,75.0,4104
1748590744048243069,1,63.7,154618982710,0.8394,917504,8455307264,1585774592,19.9,686063616,0.0,1073725440,0,0.0,77.8,4122
1748590745424345368,2,65.3,154618982710,0.8394,917504,8455307264,1587478528,19.9,687636480,0.0,1073725440,0,0.0,100.0,4127
