timestamp,prompt_id,temperature,frequency,voltage,throttling,mem_total,mem_used,mem_percent,mem_pid,cpu_usage_pid,swap_total,swap_used,swap_percent,cpu_usage,fan_speed
1748720287594412586,0,59.8,154619020388,0.8394,917504,8455307264,2630418432,32.2,62701568,0.0,1073725440,4194304,0.4,28.6,2195
1748720288111826175,0,60.4,154618954880,0.8394,917504,8455307264,2731114496,33.4,62701568,0.0,1073725440,4194304,0.4,7.8,2195
1748720288628705377,0,60.4,154618968072,0.8394,917504,8455307264,2774401024,34.0,62701568,0.0,1073725440,4194304,0.4,1.9,2197
1748720289145479450,0,60.4,154619020388,0.8394,917504,8455307264,2795683840,34.2,62701568,0.0,1073725440,4194304,0.4,3.4,2196
1748720289662225949,0,59.8,154618917896,0.8394,917504,8455307264,2881716224,35.2,62701568,0.0,1073725440,4194304,0.4,1.5,2195
1748720290179537798,0,60.9,154619020388,0.8394,917504,8455307264,2906882048,35.5,62701568,0.0,1073725440,4194304,0.4,1.9,2195
1748720290696311093,0,60.4,154618968072,0.8394,917504,8455307264,2974597120,36.3,62701568,0.0,1073725440,4194304,0.4,1.9,2195
1748720291213334906,0,59.8,154619020388,0.8394,917504,8455307264,3034955776,37.0,62701568,0.0,1073725440,4194304,0.4,1.9,2195
1748720291730060035,0,60.9,154618954880,0.8394,917504,8455307264,3101097984,37.8,62701568,0.0,1073725440,4194304,0.4,3.9,2222
1748720292246851535,0,60.9,94489412132,0.72,917504,8455307264,3112108032,37.9,62701568,0.0,1073725440,4194304,0.4,1.0,3254
1748720292768041940,0,59.8,90194388992,0.72,917504,8455307264,3112353792,37.9,62701568,0.0,1073725440,4194304,0.4,0.0,3680
1748720293286702597,0,59.3,90194416726,0.72,917504,8455307264,3111665664,37.9,62701568,0.0,1073725440,4194304,0.4,2.4,3814
1748720295680163704,0,58.7,90194454102,0.72,917504,8455307264,3172450304,38.7,62701568,0.0,1073725440,4194304,0.4,1.5,3861
1748720296199179304,0,58.7,90194416726,0.72,917504,8455307264,3216752640,39.2,62701568,0.0,1073725440,4194304,0.4,1.9,3862
1748720296718235812,0,59.3,90194416726,0.72,917504,8455307264,3281682432,40.0,62701568,0.0,1073725440,4194304,0.4,4.3,3865
1748720297237376117,0,58.7,90194388992,0.72,917504,8455307264,3311386624,40.3,62701568,0.0,1073725440,4194304,0.4,1.9,3870
1748720297756253792,0,59.3,90194403624,0.72,917504,8455307264,3308699648,40.3,62701568,0.0,1073725440,4194304,0.4,1.5,3871
1748720298274865895,0,57.1,90194416726,0.72,917504,8455307264,3309666304,40.3,62701568,0.0,1073725440,4194304,0.4,1.0,3871
1748720300802053525,0,58.2,90194403624,0.72,917504,8455307264,3332849664,40.6,62701568,0.0,1073725440,4194304,0.4,0.9,3883
1748720301320674795,0,58.2,90194403624,0.72,917504,8455307264,3330473984,40.5,62701568,0.0,1073725440,4194304,0.4,1.4,3883
1748720301840522819,0,58.7,90194416726,0.72,917504,8455307264,3399811072,41.3,62701568,0.0,1073725440,4194304,0.4,1.0,3888
1748720302359429255,0,59.3,90194403624,0.72,917504,8455307264,3455533056,42.4,62701568,0.0,1073725440,5242880,0.5,3.6,3888
1748720302920545591,0,57.6,90194403624,0.72,917504,8455307264,3469901824,42.2,62701568,0.0,1073725440,5242880,0.5,0.4,3895
1748720304822095940,0,58.2,90194403624,0.72,917504,8455307264,3466166272,42.1,62701568,0.0,1073725440,5242880,0.5,0.8,3899
1748720305340510119,0,59.3,90194403624,0.72,917504,8455307264,3467575296,42.1,62701568,0.0,1073725440,5242880,0.5,1.9,3903
1748720305859164241,0,57.1,90194416726,0.72,917504,8455307264,3486760960,42.4,62701568,0.0,1073725440,5242880,0.5,3.8,3904
1748720306377898863,0,57.6,90194403624,0.72,917504,8455307264,3542384640,43.0,62701568,0.0,1073725440,5242880,0.5,1.5,3907
1748720306896434023,0,57.1,94489374756,0.72,917504,8455307264,3633283072,44.1,62701568,0.0,1073725440,5242880,0.5,2.4,3911
1748720307418617981,0,57.6,90194454102,0.72,917504,8455307264,3656777728,44.4,62701568,0.0,1073725440,6291456,0.6,1.6,3910
1748720308038913493,0,57.6,94489360022,0.72,917504,8455307264,3745054720,45.4,62701568,0.0,1073725440,7340032,0.7,1.9,3911
1748720308561149748,0,57.6,90194416726,0.72,917504,8455307264,3775774720,45.8,62701568,0.0,1073725440,7340032,0.7,1.8,3922
1748720310117316208,0,57.6,90194454102,0.72,917504,8455307264,3855204352,46.7,62701568,0.0,1073725440,7340032,0.7,3.2,3923
1748720310636531661,0,57.6,98784343954,0.7432,917504,8455307264,3885088768,47.1,62701568,0.0,1073725440,7340032,0.7,5.1,3925
1748720311178242124,0,57.6,90194454102,0.72,917504,8455307264,3941662720,47.7,62701568,0.0,1073725440,7340032,0.7,1.8,3928
1748720311740663233,0,57.1,90194416726,0.72,917504,8455307264,3998662656,48.4,62701568,0.0,1073725440,7340032,0.7,1.9,3928
1748720312260100464,0,57.6,90194388992,0.72,917504,8455307264,4032397312,48.8,62701568,0.0,1073725440,7340032,0.7,1.4,3930
1748720312779444472,0,57.6,90194416726,0.72,917504,8455307264,4090363904,49.5,62701568,0.0,1073725440,7340032,0.7,2.0,3934
1748720313298535260,0,57.6,90194416726,0.72,917504,8455307264,4137336832,50.0,62701568,0.0,1073725440,7340032,0.7,1.9,3937
1748720313817557623,0,58.2,98784396360,0.7432,917504,8455307264,4182392832,50.6,62701568,0.0,1073725440,7340032,0.7,2.4,3938
1748720314336486448,0,57.6,94489360022,0.7294,917504,8455307264,4206690304,50.9,62701568,0.0,1073725440,7340032,0.7,1.5,3941
1748720314893159547,0,57.1,94489412132,0.7294,917504,8455307264,4261036032,51.5,62701568,0.0,1073725440,7340032,0.7,1.8,3942
1748720315414165345,0,57.6,90194388992,0.72,917504,8455307264,4288020480,51.8,62701568,0.0,1073725440,7340032,0.7,1.9,3943
1748720315932880931,0,57.6,90194454102,0.72,917504,8455307264,4341334016,52.4,62701568,0.0,1073725440,7340032,0.7,2.9,3944
1748720316452031071,0,57.6,90194416726,0.72,917504,8455307264,4386078720,53.0,62701568,0.0,1073725440,7340032,0.7,1.9,3944
1748720316971098063,0,56.5,90194403624,0.72,917504,8455307264,4401692672,53.2,62701568,0.0,1073725440,7340032,0.7,1.9,3946
1748720317490764960,0,57.6,90194416726,0.7294,917504,8455307264,4463525888,53.9,62701568,0.0,1073725440,7340032,0.7,1.5,3946
1748720318013363621,0,58.2,98784396360,0.7432,917504,8455307264,4488937472,54.2,62701568,0.0,1073725440,7340032,0.7,6.2,3950
1748720318535753932,0,57.6,94489412132,0.7294,917504,8455307264,4546019328,54.9,62701568,0.0,1073725440,7340032,0.7,2.0,3951
1748720319054920479,0,57.6,90194403624,0.72,917504,8455307264,4588355584,55.4,62701568,0.0,1073725440,7340032,0.7,2.9,3955
1748720319573665288,0,57.1,90194403624,0.72,917504,8455307264,4626677760,55.8,62701568,0.0,1073725440,7340032,0.7,2.4,3955
1748720320131964769,0,57.6,94489374756,0.7294,917504,8455307264,4672946176,56.8,62701568,0.0,1073725440,7340032,0.7,5.8,3957
1748720320655883517,0,56.5,94489425234,0.7294,917504,8455307264,4708630528,56.8,62701568,0.0,1073725440,7340032,0.7,3.3,3959
1748720321180752780,0,57.1,90194416726,0.72,917504,8455307264,4760780800,57.4,62701568,0.0,1073725440,7340032,0.7,2.4,3960
1748720321699771217,0,57.1,94489425234,0.7294,917504,8455307264,4784111616,58.1,62701568,0.0,1073725440,7340032,0.7,4.7,3965
1748720322226902877,0,60.9,154618968072,0.8394,917504,8455307264,4836556800,58.3,62701568,0.0,1073725440,7340032,0.7,68.6,3965
1748720322758039112,0,59.3,154618968072,0.8394,917504,8455307264,4888903680,58.9,62701568,0.0,1073725440,7340032,0.7,17.6,3968
1748720323275216798,0,59.3,154618982710,0.8394,917504,8455307264,4943953920,59.6,62701568,0.0,1073725440,7340032,0.7,4.3,3969
1748720323792393096,0,59.3,154618982710,0.8394,917504,8455307264,4939595776,59.5,62701568,0.0,1073725440,19922944,1.9,1.0,3971
1748720324309242359,0,59.8,154619033490,0.8394,917504,8455307264,4939841536,59.5,62701568,0.0,1073725440,19922944,1.9,0.0,3971
1748720324825832863,0,59.3,154619033490,0.8394,917504,8455307264,4944658432,59.6,62701568,0.0,1073725440,19922944,1.9,6.3,3973
1748720328032567422,0,58.2,94489412132,0.7294,917504,8455307264,4977377280,60.0,62701568,0.0,1073725440,19922944,1.9,0.8,3985
1748720328555207936,0,58.2,90194416726,0.72,917504,8455307264,5033492480,60.6,62701568,0.0,1073725440,19922944,1.9,1.9,3985
1748720329074083468,0,58.7,90194454102,0.72,917504,8455307264,5080350720,61.2,62701568,0.0,1073725440,19922944,1.9,2.4,3985
1748720329592722426,0,58.7,90194454102,0.72,917504,8455307264,5141479424,61.9,62701568,0.0,1073725440,19922944,1.9,2.4,3987
1748720330111623106,0,57.6,90194454102,0.72,917504,8455307264,5164974080,62.2,62701568,0.0,1073725440,32505856,3.0,1.5,3986
1748720330630761507,0,57.6,90194416726,0.72,917504,8455307264,5159616512,62.1,62701568,0.0,1073725440,32505856,3.0,1.9,3989
1748720334578701463,0,57.1,90194416726,0.72,917504,8455307264,5148868608,62.0,62701568,0.0,1073725440,32505856,3.0,0.7,4002
1748720335097412107,0,56.5,90194403624,0.72,917504,8455307264,5154930688,62.1,62701568,0.0,1073725440,32505856,3.0,5.3,4005
1748720335616148547,0,57.1,90194388992,0.72,917504,8455307264,5172641792,62.3,62701568,0.0,1073725440,32505856,3.0,2.4,4004
1748720336136265908,0,57.6,94489412132,0.7294,917504,8455307264,5204262912,62.6,62701568,0.0,1073725440,47185920,4.4,2.9,4005
1748720336655214532,0,56.5,90194388992,0.72,917504,8455307264,5200068608,62.6,62701568,0.0,1073725440,47185920,4.4,0.5,4009
1748720337173646937,0,57.6,90194454102,0.72,917504,8455307264,5199265792,62.6,62701568,0.0,1073725440,47185920,4.4,1.0,4008
1748720337692046342,0,57.1,90194388992,0.72,917504,8455307264,5196447744,62.6,62701568,0.0,1073725440,47185920,4.4,0.5,4009
1748720338211558446,0,56.5,90194403624,0.72,917504,8455307264,5196300288,62.6,62701568,0.0,1073725440,47185920,4.4,1.0,4011
1748720338729926351,0,58.2,154618982710,0.8394,917504,8455307264,5177327616,62.3,62701568,0.0,1073725440,47185920,4.4,33.0,4011
1748720339246516450,0,58.7,154618954880,0.8394,917504,8455307264,5177278464,62.3,62701568,0.0,1073725440,47185920,4.4,5.7,4012
1748720339770378183,0,58.7,154618954880,0.8394,917504,8455307264,5173198848,62.3,62701568,0.0,1073725440,47185920,4.4,20.6,4014
1748720340288199979,0,59.3,154618954880,0.8394,917504,8455307264,5172772864,62.3,62701568,0.0,1073725440,47185920,4.4,0.5,4015
1748720340805123669,0,58.2,154618954880,0.8394,917504,8455307264,5170626560,62.2,62701568,0.0,1073725440,47185920,4.4,0.5,4019
1748720341763740095,0,59.3,154618968072,0.8394,917504,8455307264,5169168384,62.2,62701568,0.0,1073725440,47185920,4.4,0.5,4017
1748720342280358175,0,58.7,154618954880,0.8394,917504,8455307264,5171216384,62.3,62701568,0.0,1073725440,47185920,4.4,1.5,4019
1748720342797090774,0,58.7,154619020388,0.8394,917504,8455307264,5221531648,62.9,62701568,0.0,1073725440,47185920,4.4,1.4,4020
1748720343313838761,0,59.3,154619033490,0.8394,917504,8455307264,5270011904,63.4,62701568,0.0,1073725440,47185920,4.4,1.9,4020
1748720343830818192,0,59.3,90194454102,0.72,917504,8455307264,5323685888,64.1,62701568,0.0,1073725440,47185920,4.4,1.4,4023
1748720344350103372,0,58.7,94489425234,0.72,917504,8455307264,5367513088,64.6,62701568,0.0,1073725440,47185920,4.4,2.4,4021
1748720344871800485,0,57.6,90194388992,0.72,917504,8455307264,5428248576,65.3,62701568,0.0,1073725440,47185920,4.4,2.4,4024
1748720345390649796,0,57.6,90194454102,0.72,917504,8455307264,5436325888,65.4,62701568,0.0,1073725440,49283072,4.6,1.2,4025
1748720346009766541,0,58.2,90194416726,0.72,917504,8455307264,5432705024,65.3,62701568,0.0,1073725440,49283072,4.6,0.5,4030
1748720346530258049,0,58.2,94489374756,0.72,917504,8455307264,5459836928,65.7,62701568,0.0,1073725440,49283072,4.6,1.9,4028
1748720347052505086,0,58.2,90194403624,0.72,917504,8455307264,5456625664,65.6,62701568,0.0,1073725440,61865984,5.8,1.0,4032
1748720347571069066,0,57.6,90194416726,0.72,917504,8455307264,5456560128,65.6,62701568,0.0,1073725440,61865984,5.8,1.4,4030
1748720348089732526,0,57.6,90194416726,0.72,917504,8455307264,5454036992,65.6,62701568,0.0,1073725440,61865984,5.8,0.0,4031
1748720348609258928,0,57.1,90194416726,0.72,917504,8455307264,5454004224,65.6,62701568,0.0,1073725440,61865984,5.8,1.4,4037
1748720349128101628,0,57.6,98784383264,0.7432,917504,8455307264,5456068608,65.6,62701568,0.0,1073725440,61865984,5.8,1.4,4035
1748720349650977681,0,57.6,90194403624,0.72,917504,8455307264,5461360640,65.7,62701568,0.0,1073725440,61865984,5.8,1.4,4036
1748720350169980030,0,57.1,90194388992,0.72,917504,8455307264,5520900096,66.4,62701568,0.0,1073725440,61865984,5.8,1.9,4039
1748720350689882485,0,57.6,90194416726,0.72,917504,8455307264,5571690496,67.0,62177280,0.0,1073725440,61865984,5.8,1.5,4039
1748720351208543150,0,57.1,90194403624,0.72,917504,8455307264,5610045440,67.4,61652992,0.0,1073725440,61865984,5.8,7.7,4037
1748720352931639034,0,56.5,94489425234,0.72,917504,8455307264,5662556160,68.1,61652992,0.0,1073725440,61865984,5.8,1.2,4040
1748720353453731202,0,57.1,90194403624,0.72,917504,8455307264,5713723392,68.7,61652992,0.0,1073725440,61865984,5.8,2.4,4043
1748720353972566422,0,57.1,98784409160,0.7432,917504,8455307264,5733384192,68.9,61652992,0.0,1073725440,70254592,6.5,8.3,4042
1748720354491095162,0,56.5,90194388992,0.72,917504,8455307264,5738266624,69.0,61652992,0.0,1073725440,70254592,6.5,2.4,4043
1748720355010062844,0,57.6,154619048224,0.8394,917504,8455307264,5736103936,68.9,61652992,0.0,1073725440,70254592,6.5,5.8,4046
1748720355526686389,0,57.1,154618968072,0.8394,917504,8455307264,5752045568,69.1,61652992,0.0,1073725440,70254592,6.5,0.5,4051
1748720356043644155,0,58.2,154618968072,0.8394,917504,8455307264,5792694272,69.6,61652992,0.0,1073725440,70254592,6.5,1.9,4051
1748720356560610958,0,57.6,154619033490,0.8394,917504,8455307264,5839650816,70.2,61652992,0.0,1073725440,70254592,6.5,1.5,4049
1748720357077776704,0,58.2,154619033490,0.8394,917504,8455307264,5837537280,70.1,61652992,0.0,1073725440,70254592,6.5,1.0,4050
1748720357643116139,0,58.2,154618968072,0.8394,917504,8455307264,5865373696,70.5,61652992,0.0,1073725440,75497472,7.0,2.6,4050
1748720358163814777,0,58.7,154619020388,0.8394,917504,8455307264,5867651072,70.5,61652992,0.0,1073725440,75497472,7.0,1.4,4050
1748720358680346730,0,57.6,154619020388,0.8394,917504,8455307264,5867274240,70.5,61652992,0.0,1073725440,75497472,7.0,2.4,4052
1748720359196822017,0,58.7,154618968072,0.8394,917504,8455307264,5866946560,70.5,61652992,0.0,1073725440,75497472,7.0,1.9,4052
1748720359713344118,0,58.2,154618982710,0.8394,917504,8455307264,5867126784,70.5,61652992,0.0,1073725440,75497472,7.0,0.0,4055
1748720360230941344,0,57.6,90194388992,0.72,917504,8455307264,5865897984,70.5,61652992,0.0,1073725440,75497472,7.0,1.9,4054
1748720360749330808,0,58.2,94489374756,0.7294,917504,8455307264,5898797056,70.9,61652992,0.0,1073725440,75497472,7.0,1.9,4056
1748720361273049414,0,57.1,94489425234,0.7294,917504,8455307264,5964464128,71.6,61652992,0.0,1073725440,75497472,7.0,2.9,4057
1748720361792029523,0,57.6,90194403624,0.72,917504,8455307264,5972410368,71.7,61652992,0.0,1073725440,79691776,7.4,1.0,4056
1748720362310703374,0,57.6,90194416726,0.72,917504,8455307264,5976784896,71.8,61652992,0.0,1073725440,79691776,7.4,1.0,4058
1748720363187815933,0,57.6,90194416726,0.72,917504,8455307264,6027214848,72.8,61652992,0.0,1073725440,90177536,8.4,2.0,4058
1748720363712173981,0,57.6,90194454102,0.72,917504,8455307264,6028017664,72.8,58507264,0.0,1073725440,224395264,20.9,1.0,4061
1748720364230608574,0,57.1,90194388992,0.72,917504,8455307264,6020595712,72.7,57458688,0.0,1073725440,224395264,20.9,1.4,4062
1748720364749372925,0,56.5,90194454102,0.72,917504,8455307264,6015647744,72.6,57458688,0.0,1073725440,226492416,21.1,0.0,4062
1748720365268253238,0,57.1,90194416726,0.72,917504,8455307264,6005686272,72.5,57458688,0.0,1073725440,230686720,21.5,1.0,4063
1748720365788497083,0,56.5,90194454102,0.72,917504,8455307264,5993775104,72.4,57458688,0.0,1073725440,243269632,22.7,1.0,4065
1748720366307368600,0,57.1,90194416726,0.72,917504,8455307264,5994020864,72.4,57458688,0.0,1073725440,243269632,22.7,0.5,4061
1748720366826301488,0,56.5,90194454102,0.72,917504,8455307264,5992431616,72.4,57458688,0.0,1073725440,243269632,22.7,0.5,4062
1748720367344923803,0,56.0,90194416726,0.72,917504,8455307264,5989695488,71.9,57458688,0.0,1073725440,244318208,22.8,1.0,4066
1748720381259954875,0,56.5,90194403624,0.72,917504,8455307264,5955403776,71.5,57458688,0.0,1073725440,244318208,22.8,0.6,2341
1748720382706032026,0,56.5,94489360022,0.7294,917504,8455307264,6002950144,72.1,57458688,0.0,1073725440,244318208,22.8,3.3,2328
1748720383225196543,0,56.5,90194403624,0.72,917504,8455307264,6019497984,72.3,57458688,0.0,1073725440,255852544,23.8,3.4,2327
1748720383743753546,0,56.5,90194388992,0.72,917504,8455307264,6018957312,72.3,57458688,0.0,1073725440,255852544,23.8,0.0,2326
1748720384262206141,0,56.5,90194388992,0.72,917504,8455307264,6017400832,72.3,57458688,0.0,1073725440,255852544,23.8,0.5,2326
1748720384780640144,0,56.5,103079367190,0.7569,917504,8455307264,6019940352,72.3,57458688,0.0,1073725440,255852544,23.8,3.4,2325
